# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       4.168177760730e+00       1.464791886986e+00       6.793830573738e+03       1.491142888244e-03       7.462274052286e+03       1.443888812995e+03       3.856635880150e+04       7.713030877127e+02       9.537871289165e-10       3.383957077661e-07       1.848950403998e-06       3.454741400534e-08       6.598002630787e-10       2.223507113161e-06       2.223507113161e-06      -3.400955154135e-08      -6.207447384174e-13       2.450863328616e-01       9.910055486909e-01 
       4.132186672421e+00       1.480156579701e+00       6.818091994028e+03       1.475832723307e-03       7.438012631996e+03       1.449287235004e+03       3.817326929923e+04       7.721586815078e+02       9.274947584245e-10       3.313750838654e-07       1.810590622536e-06       3.454741400534e-08       6.416120191387e-10       2.178082227184e-06       2.178082227184e-06      -3.402437841282e-08      -6.016250710793e-13       2.467894157545e-01       9.908309255743e-01 
       4.096446164183e+00       1.495680664512e+00       6.842434391469e+03       1.460684767299e-03       7.413670234555e+03       1.454674491935e+03       3.778337122942e+04       7.730141477886e+02       9.019271276894e-10       3.245001036754e-07       1.773026619483e-06       3.454741400534e-08       6.239251276156e-10       2.133599989419e-06       2.133599989419e-06      -3.403879658691e-08      -5.830962922454e-13       2.485040297090e-01       9.906525970549e-01 
       4.060954490596e+00       1.511365741107e+00       6.866857952218e+03       1.445697352910e-03       7.389246673806e+03       1.460050013794e+03       3.739664113592e+04       7.738694835458e+02       8.770642598559e-10       3.177677458088e-07       1.736241886368e-06       3.454741400534e-08       6.067257691423e-10       2.090040836212e-06       2.090040836212e-06      -3.405281732901e-08      -5.651401189725e-13       2.502302441517e-01       9.904704891176e-01 
       4.025709918387e+00       1.527213423546e+00       6.891362860775e+03       1.430868830462e-03       7.364741765249e+03       1.465413222181e+03       3.701305573597e+04       7.747246857123e+02       8.528867287122e-10       3.111750515572e-07       1.700220257192e-06       3.454741400534e-08       5.900005052699e-10       2.047385609989e-06       2.047385609989e-06      -3.406645159402e-08      -5.477388342488e-13       2.519681286834e-01       9.902845263338e-01 
       3.990710726347e+00       1.543225340336e+00       6.915949299923e+03       1.416197567724e-03       7.340155326101e+03       1.470763530203e+03       3.663259191902e+04       7.755797511612e+02       8.293756435118e-10       3.047191235908e-07       1.664945901319e-06       3.454741400534e-08       5.737362679677e-10       2.005615550827e-06       2.005615550827e-06      -3.407971003485e-08      -5.308752694725e-13       2.537177530720e-01       9.900946318371e-01 
       3.955955205245e+00       1.559403134502e+00       6.940617450667e+03       1.401681949729e-03       7.315487175357e+03       1.476100342395e+03       3.625522674561e+04       7.764346767056e+02       8.065126342142e-10       2.983971246852e-07       1.630403316522e-06       3.454741400534e-08       5.579203494131e-10       1.964712288196e-06       1.964712288196e-06      -3.409260301080e-08      -5.145327874745e-13       2.554791872450e-01       9.899007273003e-01 
       3.921441657748e+00       1.575748463665e+00       6.965367492175e+03       1.387320378600e-03       7.290737133849e+03       1.481423054639e+03       3.588093744621e+04       7.772894590967e+02       7.842798371319e-10       2.922062764747e-07       1.596577322169e-06       3.454741400534e-08       5.425403920630e-10       1.924657832878e-06       1.924657832878e-06      -3.410514059561e-08      -4.986952660650e-13       2.572525012820e-01       9.897027329108e-01 
       3.887168398332e+00       1.592263000111e+00       6.990199601712e+03       1.373111273367e-03       7.265905024312e+03       1.486731054079e+03       3.550970142010e+04       7.781440950231e+02       7.626598809736e-10       2.861438582307e-07       1.563453052551e-06       3.454741400534e-08       5.275843789983e-10       1.885434569048e-06       1.885434569048e-06      -3.411733258535e-08      -4.833470820907e-13       2.590377654066e-01       9.895005673473e-01 
       3.853133753205e+00       1.608948430858e+00       7.015113954578e+03       1.359053069796e-03       7.240990671446e+03       1.492023719038e+03       3.514149623424e+04       7.789985811093e+02       7.416358732715e-10       2.802072056668e-07       1.531015950353e-06       3.454741400534e-08       5.130406245354e-10       1.847025246523e-06       1.847025246523e-06      -3.412918850608e-08      -4.684730959852e-13       2.608350499787e-01       9.892941477546e-01 
       3.819336060225e+00       1.625806457728e+00       7.040110724040e+03       1.345144220213e-03       7.215993901984e+03       1.497300418939e+03       3.477629962220e+04       7.798529139145e+02       7.211913871829e-10       2.743937097673e-07       1.499251760248e-06       3.454741400534e-08       4.988977650956e-10       1.809412973173e-06       1.809412973173e-06      -3.414071762125e-08      -4.540586367978e-13       2.626444254855e-01       9.890833897195e-01 
       3.785773668815e+00       1.642838797408e+00       7.065190081268e+03       1.331383193332e-03       7.190914544756e+03       1.502560514220e+03       3.441408948299e+04       7.807070899316e+02       7.013104486562e-10       2.687008156408e-07       1.468146522642e-06       3.454741400534e-08       4.851447503269e-10       1.772581207487e-06       1.772581207487e-06      -3.415192893902e-08      -4.400894876860e-13       2.644659625332e-01       9.888682072460e-01 
       3.752444939886e+00       1.660047181519e+00       7.090352195263e+03       1.317768474085e-03       7.165752430761e+03       1.507803356252e+03       3.405484388005e+04       7.815611055858e+02       6.819775239495e-10       2.631260213975e-07       1.437686567530e-06       3.454741400534e-08       4.717708344700e-10       1.736513751291e-06       1.736513751291e-06      -3.416283121920e-08      -4.265518718564e-13       2.662997318377e-01       9.886485127299e-01 
       3.719348245755e+00       1.677433356674e+00       7.115597232789e+03       1.304298563454e-03       7.140507393235e+03       1.513028287255e+03       3.369854104007e+04       7.824149572331e+02       6.631775074947e-10       2.576668770494e-07       1.407858508497e-06       3.454741400534e-08       4.587655679627e-10       1.701194742627e-06       1.701194742627e-06      -3.417343298019e-08      -4.134324389423e-13       2.681458042154e-01       9.884242169342e-01 
       3.686481970068e+00       1.694999084540e+00       7.140925358301e+03       1.290971978304e-03       7.115179267723e+03       1.518234640220e+03       3.334515935199e+04       7.832686411593e+02       6.448957100942e-10       2.523209834339e-07       1.378649236827e-06       3.454741400534e-08       4.461187892752e-10       1.666608648766e-06       1.666608648766e-06      -3.418374250555e-08      -4.007182518016e-13       2.700042505732e-01       9.881952289630e-01 
       3.653844507718e+00       1.712746141893e+00       7.166336733870e+03       1.277787251219e-03       7.089767892153e+03       1.523421738822e+03       3.299467736590e+04       7.841221535787e+02       6.271178474453e-10       2.470859911594e-07       1.350045915748e-06       3.454741400534e-08       4.338206169712e-10       1.632740259377e-06       1.632740259377e-06      -3.419376785054e-08      -3.883967737242e-13       2.718751418993e-01       9.879614562368e-01 
       3.621434264769e+00       1.730676320677e+00       7.191831519112e+03       1.264742930337e-03       7.064273106912e+03       1.528588897340e+03       3.264707379197e+04       7.849754906324e+02       6.098300289786e-10       2.419595995724e-07       1.322035974788e-06       3.454741400534e-08       4.218614419871e-10       1.599574679837e-06       1.599574679837e-06      -3.420351684836e-08      -3.764558560358e-13       2.737585492519e-01       9.877228044658e-01 
       3.589249658375e+00       1.748791428052e+00       7.217409871105e+03       1.251837579189e-03       7.038694754919e+03       1.533735420577e+03       3.230232749941e+04       7.858286483874e+02       5.930187470058e-10       2.369395557471e-07       1.294607104250e-06       3.454741400534e-08       4.102319201241e-10       1.567097324670e-06       1.567097324670e-06      -3.421299711630e-08      -3.648837260845e-13       2.756545437494e-01       9.874791776248e-01 
       3.557289116707e+00       1.767093286451e+00       7.243071944319e+03       1.239069776540e-03       7.013032681705e+03       1.538860603773e+03       3.196041751545e+04       7.866816228348e+02       5.766708661658e-10       2.320236534947e-07       1.267747249805e-06       3.454741400534e-08       3.989229647482e-10       1.535293911136e-06       1.535293911136e-06      -3.422221606171e-08      -3.536689756001e-13       2.775631965588e-01       9.872304779268e-01 
       3.525551078875e+00       1.785583733620e+00       7.268817890529e+03       1.226438116230e-03       6.987286735495e+03       1.543963732530e+03       3.162132302423e+04       7.875344098888e+02       5.607736131615e-10       2.272097323940e-07       1.241444607189e-06       3.454741400534e-08       3.879257396898e-10       1.504150452941e-06       1.504150452941e-06      -3.423118088773e-08      -3.428005494139e-13       2.794845788846e-01       9.869766057969e-01 
       3.494033994849e+00       1.804264622667e+00       7.294647858737e+03       1.213941207015e-03       6.961456767287e+03       1.549044082725e+03       3.128502336585e+04       7.883870053847e+02       5.453145667803e-10       2.224956768422e-07       1.215687617023e-06       3.454741400534e-08       3.772316523406e-10       1.473653254090e-06       1.473653254090e-06      -3.423989859897e-08      -3.322677345271e-13       2.814187619575e-01       9.867174598457e-01 
       3.462736325385e+00       1.823137822106e+00       7.320561995091e+03       1.201577672417e-03       6.935542630933e+03       1.554100920433e+03       3.095149803532e+04       7.892394050782e+02       5.302816481893e-10       2.178794151247e-07       1.190464959727e-06       3.454741400534e-08       3.668323469395e-10       1.443788902852e-06       1.443788902852e-06      -3.424837600697e-08      -3.220601495181e-13       2.833658170213e-01       9.864529368434e-01 
       3.431656541953e+00       1.842205215892e+00       7.346560442794e+03       1.189346150566e-03       6.909544183230e+03       1.559133501845e+03       3.062072668152e+04       7.900916046434e+02       5.156631114973e-10       2.133589185051e-07       1.165765550546e-06       3.454741400534e-08       3.567196980446e-10       1.414544265866e-06       1.414544265866e-06      -3.425661973550e-08      -3.121677342776e-13       2.853258153217e-01       9.861829316931e-01 
       3.400793126657e+00       1.861468703459e+00       7.372643342023e+03       1.177245294049e-03       6.883461284001e+03       1.564141073186e+03       3.029268910624e+04       7.909435996714e+02       5.014475345783e-10       2.089322003332e-07       1.141578534682e-06       3.454741400534e-08       3.468858041844e-10       1.385906482359e-06       1.385906482359e-06      -3.426463622576e-08      -3.025807400620e-13       2.872988280925e-01       9.859073374038e-01 
       3.370144572165e+00       1.880930199753e+00       7.398810829838e+03       1.165273769759e-03       6.857293796186e+03       1.569122870640e+03       2.996736526314e+04       7.917953856688e+02       4.876238101468e-10       2.045973151725e-07       1.117893282519e-06       3.454741400534e-08       3.373229816844e-10       1.357862958489e-06       1.357862958489e-06      -3.427243174140e-08      -2.932897198537e-13       2.892849265428e-01       9.856260450643e-01 
       3.339709381632e+00       1.900591635260e+00       7.425063040090e+03       1.153430258750e-03       6.831041585934e+03       1.574078120264e+03       2.964473525680e+04       7.926469580565e+02       4.741811370796e-10       2.003523579444e-07       1.094699384956e-06       3.454741400534e-08       3.280237586635e-10       1.330401361801e-06       1.330401361801e-06      -3.428001237343e-08      -2.842855190209e-13       2.912841818434e-01       9.853389438161e-01 
       3.309486068632e+00       1.920454956034e+00       7.451400103333e+03       1.141713456085e-03       6.804704522691e+03       1.579006037917e+03       2.932477934169e+04       7.934983121675e+02       4.611090119770e-10       1.961954630916e-07       1.071986648828e-06       3.454741400534e-08       3.189808691967e-10       1.303509615806e-06       1.303509615806e-06      -3.428738404495e-08      -2.755592662660e-13       2.932966651125e-01       9.850459208269e-01 
       3.279473157079e+00       1.940522123719e+00       7.477822146727e+03       1.130122070690e-03       6.778282479296e+03       1.583905829175e+03       2.900747792125e+04       7.943494432460e+02       4.483972209558e-10       1.921248037581e-07       1.049745092429e-06       3.454741400534e-08       3.101872476372e-10       1.277175894662e-06       1.277175894662e-06      -3.429455251581e-08      -2.671023648544e-13       2.953224474018e-01       9.847468612636e-01 
       3.249669181159e+00       1.960795115567e+00       7.504329293943e+03       1.118654825214e-03       6.751775332081e+03       1.588776689257e+03       2.869281154686e+04       7.952003464452e+02       4.360358316696e-10       1.881385909863e-07       1.027964941128e-06       3.454741400534e-08       3.016360230969e-10       1.251388617974e-06       1.251388617974e-06      -3.430152338709e-08      -2.589064841149e-13       2.973615996807e-01       9.844416482657e-01 
       3.220072685261e+00       1.981275924452e+00       7.530921665064e+03       1.107310455880e-03       6.725182960960e+03       1.593617802947e+03       2.838076091693e+04       7.960510168263e+02       4.240151855482e-10       1.842350729307e-07       1.006636623066e-06       3.454741400534e-08       2.933205140773e-10       1.226136445702e-06       1.226136445702e-06      -3.430830210547e-08      -2.509635512032e-13       2.994141928221e-01       9.841301629184e-01 
       3.190682223897e+00       2.001966558883e+00       7.557599376486e+03       1.096087712349e-03       6.698505249538e+03       1.598428344516e+03       2.807130687592e+04       7.969014493563e+02       4.123258902514e-10       1.804125340880e-07       9.857507649561e-07       3.454741400534e-08       2.852342232497e-10       1.201408273163e-06       1.201408273163e-06      -3.431489396751e-08      -2.432657431204e-13       3.014802975855e-01       9.838122842260e-01 
       3.161496361643e+00       2.022869043009e+00       7.584362540818e+03       1.084985357576e-03       6.671742085206e+03       1.603207477652e+03       2.776443041341e+04       7.977516389067e+02       4.009588123302e-10       1.766692945435e-07       9.652981879607e-07       3.454741400534e-08       2.773708323783e-10       1.177193226154e-06       1.177193226154e-06      -3.432130412378e-08      -2.358054789785e-13       3.035599846017e-01       9.834878890853e-01 
       3.132513673058e+00       2.043985416621e+00       7.611211266773e+03       1.074002167672e-03       6.644893359251e+03       1.607954355377e+03       2.746011266312e+04       7.986015802515e+02       3.899050700916e-10       1.730037092325e-07       9.452699036589e-07       3.454741400534e-08       2.697241973840e-10       1.153480656164e-06       1.153480656164e-06      -3.432753758285e-08      -2.285754125057e-13       3.056533243558e-01       9.831568522588e-01 
       3.103732742623e+00       2.065317735154e+00       7.638145659070e+03       1.063136931768e-03       6.617958966954e+03       1.612668119982e+03       2.715833490203e+04       7.994512680661e+02       3.791560266580e-10       1.694141672175e-07       9.256571100962e-07       3.454741400534e-08       2.622883435438e-10       1.130260135689e-06       1.130260135689e-06      -3.433359921528e-08      -2.215684247834e-13       3.077603871697e-01       9.828190463486e-01 
       3.075152164667e+00       2.086868069672e+00       7.665165818317e+03       1.052388451877e-03       6.590938807706e+03       1.617347902945e+03       2.685907854941e+04       8.003006969248e+02       3.687032832203e-10       1.658990909799e-07       9.064511879156e-07       3.454741400534e-08       2.550574608226e-10       1.107521453645e-06       1.107521453645e-06      -3.433949375733e-08      -2.147776172079e-13       3.098812431849e-01       9.824743417698e-01 
       3.046770543301e+00       2.108638506867e+00       7.692271840910e+03       1.041755542762e-03       6.563832785114e+03       1.621992824866e+03       2.656232516595e+04       8.011498612995e+02       3.585386724747e-10       1.624569357272e-07       8.876436965705e-07       3.454741400534e-08       2.480258993340e-10       1.085254610875e-06       1.085254610875e-06      -3.434522581474e-08      -2.081963046709e-13       3.120159623444e-01       9.821226067247e-01 
       3.018586492346e+00       2.130631149033e+00       7.719463818913e+03       1.031237031798e-03       6.536640807111e+03       1.626601995394e+03       2.626805645277e+04       8.019987555580e+02       3.486542522422e-10       1.590861887139e-07       8.692263706147e-07       3.454741400534e-08       2.411881649255e-10       1.063449815751e-06       1.063449815751e-06      -3.435079986629e-08      -2.018180089499e-13       3.141646143737e-01       9.817637071763e-01 
       2.990598635271e+00       2.152848114051e+00       7.746741839949e+03       1.020831758845e-03       6.509362786075e+03       1.631174513152e+03       2.597625425060e+04       8.028473739619e+02       3.390422992632e-10       1.557853685766e-07       8.511911160700e-07       3.454741400534e-08       2.345389148864e-10       1.042097479866e-06       1.042097479866e-06      -3.435622026729e-08      -1.956364523041e-13       3.163272687619e-01       9.813975068233e-01 
       2.962805605122e+00       2.175291535360e+00       7.774105987082e+03       1.010538576114e-03       6.481998638942e+03       1.635709465678e+03       2.568690053880e+04       8.036957106652e+02       3.296953031626e-10       1.525530246830e-07       8.335300068692e-07       3.454741400534e-08       2.280729537729e-10       1.021188213815e-06       1.021188213815e-06      -3.436149125303e-08      -1.896455512686e-13       3.185039947419e-01       9.810238670739e-01 
       2.935206044457e+00       2.197963561923e+00       7.801556338698e+03       1.000356348039e-03       6.454548287326e+03       1.640205929349e+03       2.539997743453e+04       8.045437597119e+02       3.206059605826e-10       1.493877364945e-07       8.162352813731e-07       3.454741400534e-08       2.217852293492e-10       1.000712823063e-06       1.000712823063e-06      -3.436661694203e-08      -1.838394106397e-13       3.206948612706e-01       9.806426470210e-01 
       2.907798605277e+00       2.220866358192e+00       7.829092968385e+03       9.902839511493e-04       6.427011657639e+03       1.644662969315e+03       2.511546719182e+04       8.053915150349e+02       3.117671694760e-10       1.462881129418e-07       7.992993389587e-07       3.454741400534e-08       2.156708286400e-10       9.806623039039e-07       9.806623039039e-07      -3.437160133931e-08      -1.782123176479e-13       3.228999370076e-01       9.802537034176e-01 
       2.880581948965e+00       2.244002104064e+00       7.856715944810e+03       9.803202739391e-04       6.399388681214e+03       1.649079639439e+03       2.483335220073e+04       8.062389704533e+02       3.031720235574e-10       1.432527918136e-07       7.827147366795e-07       3.454741400534e-08       2.097249740920e-10       9.610278394961e-07       9.610278394961e-07      -3.437644833946e-08      -1.727587363101e-13       3.251192902943e-01       9.798568906514e-01 
       2.853554746215e+00       2.267372994830e+00       7.884425331594e+03       9.704642167459e-04       6.371679294430e+03       1.653454982231e+03       2.455361498641e+04       8.070861196712e+02       2.948138069071e-10       1.402804391579e-07       7.664741859943e-07       3.454741400534e-08       2.039430198408e-10       9.418007959843e-07       9.418007959843e-07      -3.438116172976e-08      -1.674733019574e-13       3.273529891318e-01       9.794520607218e-01 
       2.826715676973e+00       2.290981241120e+00       7.912221187184e+03       9.607146916241e-04       6.343883438840e+03       1.657788028782e+03       2.427623820830e+04       8.079329562754e+02       2.866859887241e-10       1.373697486958e-07       7.505705495643e-07       3.454741400534e-08       1.983204480815e-10       9.229727187023e-07       9.229727187023e-07      -3.438574519308e-08      -1.623508159317e-13       3.296011011590e-01       9.790390632150e-01 
       2.800063430370e+00       2.314829068842e+00       7.940103564722e+03       9.510706222214e-04       6.316001061302e+03       1.662077798709e+03       2.400120465923e+04       8.087794737338e+02       2.787822182231e-10       1.345194412475e-07       7.349968381161e-07       3.454741400534e-08       1.928528655385e-10       9.045353284526e-07       9.045353284526e-07      -3.439020231076e-08      -1.573862404471e-13       3.318636936288e-01       9.786177452819e-01 
       2.773596704654e+00       2.338918719112e+00       7.968072511918e+03       9.415309436576e-04       6.288032114106e+03       1.666323300089e+03       2.372849726455e+04       8.096256653929e+02       2.710963196731e-10       1.317282641699e-07       7.197462073699e-07       3.454741400534e-08       1.875360000331e-10       8.864805178649e-07       8.864805178649e-07      -3.439453656544e-08      -1.525746936099e-13       3.341408333854e-01       9.781879516144e-01 
       2.747314207135e+00       2.363252448179e+00       7.996128070910e+03       9.320946024030e-04       6.259976555114e+03       1.670523529411e+03       2.345809908131e+04       8.104715244764e+02       2.636222875716e-10       1.289949908064e-07       7.048119550323e-07       3.454741400534e-08       1.823656971454e-10       8.688003478288e-07       8.688003478288e-07      -3.439875134377e-08      -1.479114445932e-13       3.364325868395e-01       9.777495244237e-01 
       2.721214654114e+00       2.387832527342e+00       8.024270278131e+03       9.227605561586e-04       6.231834347893e+03       1.674677471509e+03       2.318999329739e+04       8.113170440831e+02       2.563542819527e-10       1.263184199475e-07       6.901875178504e-07       3.454741400534e-08       1.773379169689e-10       8.514870440021e-07       8.514870440021e-07      -3.440284993904e-08      -1.433919089604e-13       3.387390199438e-01       9.773023034187e-01 
       2.695296770826e+00       2.412661242863e+00       8.052499164167e+03       9.135277737377e-04       6.203605461857e+03       1.678784099516e+03       2.292416323068e+04       8.121622171846e+02       2.492866238243e-10       1.236973753031e-07       6.758664687270e-07       3.454741400534e-08       1.724487309534e-10       8.345329933902e-07       8.345329933902e-07      -3.440683555375e-08      -1.390116441339e-13       3.410601981676e-01       9.768461257848e-01 
       2.669559291376e+00       2.437740895868e+00       8.080814753621e+03       9.043952349484e-04       6.175289872403e+03       1.682842374810e+03       2.266059232821e+04       8.130070366234e+02       2.424137907308e-10       1.211307049857e-07       6.618425138968e-07       3.454741400534e-08       1.676943188359e-10       8.179307409974e-07       8.179307409974e-07      -3.441071130216e-08      -1.347663450041e-13       3.433961864708e-01       9.763808261636e-01 
       2.644000958674e+00       2.463073802242e+00       8.109217064963e+03       8.953619304768e-04       6.146887561060e+03       1.686851246959e+03       2.239926416536e+04       8.138514951113e+02       2.357304124385e-10       1.186172810036e-07       6.481094901601e-07       3.454741400534e-08       1.630709656559e-10       8.016729865471e-07       8.016729865471e-07      -3.441448021265e-08      -1.306518396736e-13       3.457470492771e-01       9.759062366337e-01 
       2.618620524379e+00       2.488662292520e+00       8.137706110390e+03       8.864268617718e-04       6.118398515634e+03       1.690809653682e+03       2.214016244500e+04       8.146955852266e+02       2.292312667396e-10       1.161559987657e-07       6.346613621740e-07       3.454741400534e-08       1.585750588525e-10       7.857525812707e-07       7.857525812707e-07      -3.441814523015e-08      -1.266640853345e-13       3.481128504469e-01       9.754221866913e-01 
       2.593416748837e+00       2.514508711766e+00       8.166281895673e+03       8.775890409313e-04       6.089822730351e+03       1.694716520794e+03       2.188327099669e+04       8.155392994126e+02       2.229112753723e-10       1.137457765961e-07       6.214922198004e-07       3.454741400534e-08       1.542030854421e-10       7.701625247627e-07       7.701625247627e-07      -3.442170921841e-08      -1.227991642719e-13       3.504936532494e-01       9.749285032329e-01 
       2.568388401016e+00       2.540615419442e+00       8.194944420008e+03       8.688474905881e-04       6.061160206016e+03       1.698570762166e+03       2.162857377585e+04       8.163826299755e+02       2.167655000525e-10       1.113855552583e-07       6.085962755083e-07       3.454741400534e-08       1.499516292734e-10       7.548959619013e-07       7.548959619013e-07      -3.442517496224e-08      -1.190532799923e-13       3.528895203336e-01       9.744250105378e-01 
       2.543534258452e+00       2.566984789274e+00       8.223693675864e+03       8.602012437988e-04       6.032410950160e+03       1.702371279683e+03       2.137605486295e+04       8.172255690818e+02       2.107891386162e-10       1.090742974900e-07       5.959678618306e-07       3.454741400534e-08       1.458173683588e-10       7.399461798329e-07       7.399461798329e-07      -3.442854516969e-08      -1.154227534708e-13       3.553005136997e-01       9.739115302519e-01 
       2.518853107186e+00       2.593619209107e+00       8.252529648827e+03       8.516493439316e-04       6.003574977196e+03       1.706116963205e+03       2.112569846273e+04       8.180681087568e+02       2.049775212666e-10       1.068109875472e-07       5.836014288731e-07       3.454741400534e-08       1.417970722781e-10       7.253066050192e-07       7.253066050192e-07      -3.443182247416e-08      -1.119040195157e-13       3.577266946686e-01       9.733878813731e-01 
       2.494343741706e+00       2.620521080748e+00       8.281452317442e+03       8.431908445573e-04       5.974652308582e+03       1.709806690530e+03       2.087748890336e+04       8.189102408820e+02       1.993261069264e-10       1.045946307577e-07       5.714915418758e-07       3.454741400534e-08       1.378875996554e-10       7.109708003453e-07       7.109708003453e-07      -3.443500943648e-08      -1.084936232443e-13       3.601681238514e-01       9.728538802365e-01 
       2.470004964889e+00       2.647692819806e+00       8.310461653051e+03       8.348248093395e-04       5.945642972973e+03       1.713439327360e+03       2.063141063567e+04       8.197519571935e+02       1.938304796892e-10       1.024242530840e-07       5.596328788240e-07       3.454741400534e-08       1.340858957039e-10       6.969324622887e-07       6.969324622887e-07      -3.443810854688e-08      -1.051882166690e-13       3.626248611182e-01       9.723093405021e-01 
       2.445835587939e+00       2.675136855518e+00       8.339557619632e+03       8.265503119265e-04       5.916547006391e+03       1.717013727266e+03       2.038744823234e+04       8.205932492793e+02       1.884863453693e-10       1.002989006954e-07       5.480202281098e-07       3.454741400534e-08       1.303889898396e-10       6.831854181458e-07       6.831854181458e-07      -3.444112222694e-08      -1.019845553882e-13       3.650969655661e-01       9.717540731426e-01 
       2.421834430335e+00       2.702855630565e+00       8.368740173637e+03       8.183664358447e-04       5.887364452386e+03       1.720528731664e+03       2.014558638711e+04       8.214341085773e+02       1.832895281470e-10       9.821763954871e-08       5.366484862416e-07       3.454741400534e-08       1.267939933603e-10       6.697236233171e-07       6.697236233171e-07      -3.444405283151e-08      -9.887949538037e-14       3.675844954863e-01       9.711878864330e-01 
       2.398000319768e+00       2.730851600885e+00       8.398009263819e+03       8.102722743920e-04       5.858095362205e+03       1.723983169785e+03       1.990580991400e+04       8.222745263734e+02       1.782359673053e-10       9.617955497757e-08       5.255126556009e-07       3.454741400534e-08       1.232980971883e-10       6.565411586484e-07       6.565411586484e-07      -3.444690265051e-08      -9.586998989673e-14       3.700875083310e-01       9.706105859415e-01 
       2.374332092087e+00       2.759127235464e+00       8.427364831065e+03       8.022669305328e-04       5.828739794959e+03       1.727375858656e+03       1.966810374656e+04       8.231144937991e+02       1.733217140580e-10       9.418375129074e-08       5.146078422467e-07       3.454741400534e-08       1.198985696762e-10       6.436322278265e-07       6.436322278265e-07      -3.444967391077e-08      -9.295308645051e-14       3.726060606786e-01       9.700219745214e-01 
       2.350828591243e+00       2.787685016130e+00       8.456806808224e+03       7.943495167938e-04       5.799297817799e+03       1.730705603072e+03       1.943245293702e+04       8.239540018293e+02       1.685429284635e-10       9.222935137836e-08       5.039292537639e-07       3.454741400534e-08       1.165927544720e-10       6.309911548305e-07       6.309911548305e-07      -3.445236877770e-08      -9.012592389932e-14       3.751402081994e-01       9.694218523050e-01 
       2.327488669229e+00       2.816527437328e+00       8.486335119935e+03       7.865191551604e-04       5.769769506089e+03       1.733971195588e+03       1.919884265557e+04       8.247930412801e+02       1.638958764256e-10       9.031549632644e-08       4.934721971576e-07       3.454741400534e-08       1.133780684439e-10       6.186123814343e-07       6.186123814343e-07      -3.445498935705e-08      -8.738572961785e-14       3.776900056200e-01       9.688100166986e-01 
       2.304311186027e+00       2.845657005883e+00       8.515949682443e+03       7.787749769747e-04       5.740154943581e+03       1.737171416498e+03       1.896725818960e+04       8.256316028068e+02       1.593769267752e-10       8.844134503948e-08       4.832320767907e-07       3.454741400534e-08       1.102519996620e-10       6.064904647619e-07       6.064904647619e-07      -3.445753769653e-08      -8.472981675808e-14       3.802555066863e-01       9.681862623792e-01 
       2.281295009554e+00       2.875076240761e+00       8.545650403429e+03       7.711161228335e-04       5.710454222595e+03       1.740305033826e+03       1.873768494289e+04       8.264696769017e+02       1.549825484333e-10       8.660607387074e-08       4.732043923638e-07       3.454741400534e-08       1.072121054360e-10       5.946200748937e-07       5.946200748937e-07      -3.446001578739e-08      -8.215558159433e-14       3.828367641271e-01       9.675503812931e-01 
       2.258439015603e+00       2.904787672810e+00       8.575437181823e+03       7.635417424880e-04       5.680667444201e+03       1.743370803320e+03       1.851010843485e+04       8.273072538916e+02       1.507093076526e-10       8.480887626031e-08       4.633847369379e-07       3.454741400534e-08       1.042560104062e-10       5.829959925216e-07       5.829959925216e-07      -3.446242556599e-08      -7.966050095049e-14       3.854338296159e-01       9.669021626559e-01 
       2.235742087789e+00       2.934793844493e+00       8.605309907622e+03       7.560509947439e-04       5.650794718402e+03       1.746367468448e+03       1.828451429979e+04       8.281443239357e+02       1.465538653342e-10       8.304896238063e-08       4.537687949973e-07       3.454741400534e-08       1.013814046878e-10       5.716131066533e-07       5.716131066533e-07      -3.446476891534e-08      -7.724212970689e-14       3.880467537322e-01       9.662413929545e-01 
       2.213203117500e+00       2.965097309608e+00       8.635268461704e+03       7.486430473627e-04       5.620836164320e+03       1.749293760394e+03       1.806088828615e+04       8.289808770238e+02       1.425129744188e-10       8.132555878941e-08       4.443523405533e-07       3.454741400534e-08       9.858604206630e-11       5.604664123645e-07       5.604664123645e-07      -3.446704766652e-08      -7.489809838435e-14       3.906755859225e-01       9.655678559511e-01 
       2.190821003834e+00       2.995700633000e+00       8.665312715640e+03       7.413170769631e-04       5.590791910384e+03       1.752148398066e+03       1.783921625572e+04       8.298169029735e+02       1.385834773497e-10       7.963790808966e-08       4.351312352866e-07       3.454741400534e-08       9.586773824213e-11       5.495510085972e-07       5.495510085972e-07      -3.446926360015e-08      -7.262611080309e-14       3.933203744596e-01       9.648813326892e-01 
